InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,YearMonth
555473,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,12,2011-06-03 11:59:00,2.55,14700.0,United Kingdom,06_2011
555473,21669,BLUE STRIPE CERAMIC DRAWER KNOB,48,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,21670,BLUE SPOT CERAMIC DRAWER KNOB,36,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,21668,RED STRIPE CERAMIC DRAWER KNOB,48,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,22090,PAPER BUNTING RETROSPOT,5,2011-06-03 11:59:00,2.95,14700.0,United Kingdom,06_2011
555473,22083,PAPER CHAIN KIT RETROSPOT,8,2011-06-03 11:59:00,2.95,14700.0,United Kingdom,06_2011
555473,21671,RED SPOT CERAMIC DRAWER KNOB,36,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,2,2011-06-03 11:59:00,0.85,14700.0,United Kingdom,06_2011
555473,22090,PAPER BUNTING RETROSPOT,7,2011-06-03 11:59:00,2.95,14700.0,United Kingdom,06_2011
555473,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,36,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,36,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,20829,GLITTER HANGING BUTTERFLY STRING,9,2011-06-03 11:59:00,2.1,14700.0,United Kingdom,06_2011
555473,22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,36,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,22774,RED DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,36,2011-06-03 11:59:00,1.25,14700.0,United Kingdom,06_2011
555473,22355,CHARLOTTE BAG SUKI DESIGN,10,2011-06-03 11:59:00,0.85,14700.0,United Kingdom,06_2011
555473,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-06-03 11:59:00,8.5,14700.0,United Kingdom,06_2011
555473,20726,LUNCH BAG WOODLAND,10,2011-06-03 11:59:00,1.65,14700.0,United Kingdom,06_2011
555473,20702,PINK PADDED MOBILE,6,2011-06-03 11:59:00,4.25,14700.0,United Kingdom,06_2011
555473,79321,CHILLI LIGHTS,6,2011-06-03 11:59:00,5.75,14700.0,United Kingdom,06_2011
555473,21157,RED RETROSPOT WASHBAG,6,2011-06-03 11:59:00,2.1,14700.0,United Kingdom,06_2011
555473,20723,STRAWBERRY CHARLOTTE BAG,10,2011-06-03 11:59:00,0.85,14700.0,United Kingdom,06_2011
555473,20719,WOODLAND CHARLOTTE BAG,10,2011-06-03 11:59:00,0.85,14700.0,United Kingdom,06_2011
555473,22384,LUNCH BAG PINK POLKADOT,10,2011-06-03 11:59:00,1.65,14700.0,United Kingdom,06_2011
555473,20727,LUNCH BAG  BLACK SKULL.,10,2011-06-03 11:59:00,1.65,14700.0,United Kingdom,06_2011
555473,20725,LUNCH BAG RED RETROSPOT,10,2011-06-03 11:59:00,1.65,14700.0,United Kingdom,06_2011
555473,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-06-03 11:59:00,0.85,14700.0,United Kingdom,06_2011
555473,22384,LUNCH BAG PINK POLKADOT,10,2011-06-03 11:59:00,1.65,14700.0,United Kingdom,06_2011
555474,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,2011-06-03 12:07:00,2.1,,United Kingdom,06_2011
555474,21561,DINOSAUR LUNCH BOX WITH CUTLERY,1,2011-06-03 12:07:00,2.55,,United Kingdom,06_2011
555474,22436,12 COLOURED PARTY BALLOONS,1,2011-06-03 12:07:00,0.65,,United Kingdom,06_2011
555474,37413,ICON MUG REVOLUTIONARY,1,2011-06-03 12:07:00,0.39,,United Kingdom,06_2011
555474,23298,SPOTTY BUNTING,1,2011-06-03 12:07:00,4.95,,United Kingdom,06_2011
555474,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,1,2011-06-03 12:07:00,0.55,,United Kingdom,06_2011
C555475,22149,FELTCRAFT 6 FLOWER FRIENDS,-1,2011-06-03 12:11:00,2.1,18232.0,United Kingdom,06_2011
C555475,21906,PHARMACIE FIRST AID TIN,-1,2011-06-03 12:11:00,6.75,18232.0,United Kingdom,06_2011
C555475,85040A,S/4 PINK FLOWER CANDLES IN BOWL,-1,2011-06-03 12:11:00,1.65,18232.0,United Kingdom,06_2011
555476,22055,MINI CAKE STAND  HANGING STRAWBERY,4,2011-06-03 12:17:00,1.65,16593.0,United Kingdom,06_2011
555476,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,4,2011-06-03 12:17:00,3.75,16593.0,United Kingdom,06_2011
555476,22476,EMPIRE UNION JACK TV DINNER TRAY,2,2011-06-03 12:17:00,4.95,16593.0,United Kingdom,06_2011
555476,48138,DOORMAT UNION FLAG,3,2011-06-03 12:17:00,7.95,16593.0,United Kingdom,06_2011
555476,48138,DOORMAT UNION FLAG,1,2011-06-03 12:17:00,7.95,16593.0,United Kingdom,06_2011
555476,22366,DOORMAT AIRMAIL ,1,2011-06-03 12:17:00,7.95,16593.0,United Kingdom,06_2011
555476,21955,DOORMAT UNION JACK GUNS AND ROSES,1,2011-06-03 12:17:00,7.95,16593.0,United Kingdom,06_2011
555476,22691,DOORMAT WELCOME SUNRISE,1,2011-06-03 12:17:00,7.95,16593.0,United Kingdom,06_2011
555476,23284,DOORMAT KEEP CALM AND COME IN,3,2011-06-03 12:17:00,7.95,16593.0,United Kingdom,06_2011
555476,22700,BLACK AND WHITE DOG BOWL,1,2011-06-03 12:17:00,2.95,16593.0,United Kingdom,06_2011
555476,22207,FRYING PAN UNION FLAG,2,2011-06-03 12:17:00,4.25,16593.0,United Kingdom,06_2011
555476,22703,PINK CAT BOWL,1,2011-06-03 12:17:00,2.1,16593.0,United Kingdom,06_2011
555476,22501,PICNIC BASKET WICKER LARGE,1,2011-06-03 12:17:00,9.95,16593.0,United Kingdom,06_2011
555476,22139,RETROSPOT TEA SET CERAMIC 11 PC ,2,2011-06-03 12:17:00,4.95,16593.0,United Kingdom,06_2011
555476,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,2011-06-03 12:17:00,11.95,16593.0,United Kingdom,06_2011
555476,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,2,2011-06-03 12:17:00,0.55,16593.0,United Kingdom,06_2011
555476,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-03 12:17:00,12.75,16593.0,United Kingdom,06_2011
555476,21790,VINTAGE SNAP CARDS,1,2011-06-03 12:17:00,0.85,16593.0,United Kingdom,06_2011
555476,23309,SET OF 60 I LOVE LONDON CAKE CASES ,3,2011-06-03 12:17:00,0.55,16593.0,United Kingdom,06_2011
555476,22548,HEADS AND TAILS SPORTING FUN,1,2011-06-03 12:17:00,1.25,16593.0,United Kingdom,06_2011
555477,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-06-03 12:26:00,2.08,12359.0,Cyprus,06_2011
555477,22993,SET OF 4 PANTRY JELLY MOULDS,24,2011-06-03 12:26:00,1.25,12359.0,Cyprus,06_2011
555477,23050,RECYCLED ACAPULCO MAT GREEN,2,2011-06-03 12:26:00,8.25,12359.0,Cyprus,06_2011
555477,23049,RECYCLED ACAPULCO MAT RED,2,2011-06-03 12:26:00,8.25,12359.0,Cyprus,06_2011
555477,23051,RECYCLED ACAPULCO MAT BLUE,2,2011-06-03 12:26:00,8.25,12359.0,Cyprus,06_2011
555477,23052,RECYCLED ACAPULCO MAT TURQUOISE,2,2011-06-03 12:26:00,8.25,12359.0,Cyprus,06_2011
555477,23053,RECYCLED ACAPULCO MAT PINK,2,2011-06-03 12:26:00,8.25,12359.0,Cyprus,06_2011
555477,23054,RECYCLED ACAPULCO MAT LAVENDER,2,2011-06-03 12:26:00,8.25,12359.0,Cyprus,06_2011
555477,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-06-03 12:26:00,4.95,12359.0,Cyprus,06_2011
555477,23176,ABC TREASURE BOOK BOX ,8,2011-06-03 12:26:00,2.25,12359.0,Cyprus,06_2011
555477,23177,TREASURE ISLAND BOOK BOX,8,2011-06-03 12:26:00,2.25,12359.0,Cyprus,06_2011
555477,23182,TOILET SIGN OCCUPIED OR VACANT,24,2011-06-03 12:26:00,0.83,12359.0,Cyprus,06_2011
555477,23194,GYMKHANA TREASURE BOOK BOX,8,2011-06-03 12:26:00,2.25,12359.0,Cyprus,06_2011
555477,23199,JUMBO BAG APPLES,10,2011-06-03 12:26:00,2.08,12359.0,Cyprus,06_2011
555477,22501,PICNIC BASKET WICKER LARGE,4,2011-06-03 12:26:00,9.95,12359.0,Cyprus,06_2011
555477,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-06-03 12:26:00,1.65,12359.0,Cyprus,06_2011
555477,23206,LUNCH BAG APPLE DESIGN,10,2011-06-03 12:26:00,1.65,12359.0,Cyprus,06_2011
555477,22477,WATERING CAN GARDEN MARKER,10,2011-06-03 12:26:00,1.25,12359.0,Cyprus,06_2011
555477,21277,FRENCH STYLE EMBOSSED HEART CABINET,1,2011-06-03 12:26:00,21.95,12359.0,Cyprus,06_2011
555477,22109,FULL ENGLISH BREAKFAST PLATE,12,2011-06-03 12:26:00,3.75,12359.0,Cyprus,06_2011
555477,22908,PACK OF 20 NAPKINS RED APPLES,12,2011-06-03 12:26:00,0.85,12359.0,Cyprus,06_2011
555477,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,2011-06-03 12:26:00,0.85,12359.0,Cyprus,06_2011
555477,22365,DOORMAT RESPECTABLE HOUSE,6,2011-06-03 12:26:00,7.95,12359.0,Cyprus,06_2011
555477,21770,OPEN CLOSED METAL SIGN,6,2011-06-03 12:26:00,4.95,12359.0,Cyprus,06_2011
555477,22991,GIRAFFE WOODEN RULER,12,2011-06-03 12:26:00,1.95,12359.0,Cyprus,06_2011
555477,22652,TRAVEL SEWING KIT,10,2011-06-03 12:26:00,1.65,12359.0,Cyprus,06_2011
555477,21260,FIRST AID TIN,6,2011-06-03 12:26:00,3.25,12359.0,Cyprus,06_2011
555477,21906,PHARMACIE FIRST AID TIN,4,2011-06-03 12:26:00,6.75,12359.0,Cyprus,06_2011
555477,23201,JUMBO BAG ALPHABET,10,2011-06-03 12:26:00,2.08,12359.0,Cyprus,06_2011
555477,82600,NO SINGING METAL SIGN,12,2011-06-03 12:26:00,2.1,12359.0,Cyprus,06_2011
555477,21843,RED RETROSPOT CAKE STAND,2,2011-06-03 12:26:00,10.95,12359.0,Cyprus,06_2011
555477,22423,REGENCY CAKESTAND 3 TIER,8,2011-06-03 12:26:00,12.75,12359.0,Cyprus,06_2011
555477,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-06-03 12:26:00,2.95,12359.0,Cyprus,06_2011
555477,23191,BUNDLE OF 3 RETRO NOTE BOOKS,12,2011-06-03 12:26:00,1.65,12359.0,Cyprus,06_2011
555477,23284,DOORMAT KEEP CALM AND COME IN,4,2011-06-03 12:26:00,7.95,12359.0,Cyprus,06_2011
555477,23283,DOORMAT VINTAGE LEAVES DESIGN ,2,2011-06-03 12:26:00,7.95,12359.0,Cyprus,06_2011
555477,23298,SPOTTY BUNTING,3,2011-06-03 12:26:00,4.95,12359.0,Cyprus,06_2011
555477,23202,JUMBO BAG VINTAGE LEAF,10,2011-06-03 12:26:00,2.08,12359.0,Cyprus,06_2011
555477,23162,REGENCY TEA STRAINER,4,2011-06-03 12:26:00,3.75,12359.0,Cyprus,06_2011
555477,23175,REGENCY MILK JUG PINK ,6,2011-06-03 12:26:00,3.25,12359.0,Cyprus,06_2011
555477,23174,REGENCY SUGAR BOWL GREEN,6,2011-06-03 12:26:00,4.15,12359.0,Cyprus,06_2011
555477,23173,REGENCY TEAPOT ROSES ,4,2011-06-03 12:26:00,9.95,12359.0,Cyprus,06_2011
555477,23172,REGENCY TEA PLATE PINK,12,2011-06-03 12:26:00,1.65,12359.0,Cyprus,06_2011
555477,23171,REGENCY TEA PLATE GREEN ,12,2011-06-03 12:26:00,1.65,12359.0,Cyprus,06_2011
555477,23170,REGENCY TEA PLATE ROSES ,12,2011-06-03 12:26:00,1.65,12359.0,Cyprus,06_2011
555477,82484,WOOD BLACK BOARD ANT WHITE FINISH,6,2011-06-03 12:26:00,7.95,12359.0,Cyprus,06_2011
555477,23110,PARISIENNE KEY CABINET ,2,2011-06-03 12:26:00,5.75,12359.0,Cyprus,06_2011
555478,21137,BLACK RECORD COVER FRAME,336,2011-06-03 12:28:00,3.39,13777.0,United Kingdom,06_2011
555479,22427,ENAMEL FLOWER JUG CREAM,24,2011-06-03 12:35:00,5.45,15189.0,United Kingdom,06_2011
555479,84978,HANGING HEART JAR T-LIGHT HOLDER,36,2011-06-03 12:35:00,1.06,15189.0,United Kingdom,06_2011
555479,71459,HANGING JAM JAR T-LIGHT HOLDER,36,2011-06-03 12:35:00,0.85,15189.0,United Kingdom,06_2011
555479,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-06-03 12:35:00,4.95,15189.0,United Kingdom,06_2011
555485,22727,ALARM CLOCK BAKELIKE RED ,4,2011-06-03 12:39:00,3.75,17722.0,United Kingdom,06_2011
555485,22729,ALARM CLOCK BAKELIKE ORANGE,4,2011-06-03 12:39:00,3.75,17722.0,United Kingdom,06_2011
555485,22728,ALARM CLOCK BAKELIKE PINK,4,2011-06-03 12:39:00,3.75,17722.0,United Kingdom,06_2011
555485,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",4,2011-06-03 12:39:00,4.95,17722.0,United Kingdom,06_2011
555485,21217,RED RETROSPOT ROUND CAKE TINS,2,2011-06-03 12:39:00,9.95,17722.0,United Kingdom,06_2011
555485,21535,RED RETROSPOT SMALL MILK JUG,6,2011-06-03 12:39:00,2.55,17722.0,United Kingdom,06_2011
555485,23175,REGENCY MILK JUG PINK ,4,2011-06-03 12:39:00,3.25,17722.0,United Kingdom,06_2011
555485,23174,REGENCY SUGAR BOWL GREEN,8,2011-06-03 12:39:00,4.15,17722.0,United Kingdom,06_2011
555485,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-06-03 12:39:00,2.55,17722.0,United Kingdom,06_2011
555485,21533,RETROSPOT LARGE MILK JUG,3,2011-06-03 12:39:00,4.95,17722.0,United Kingdom,06_2011
555485,21534,DAIRY MAID LARGE MILK JUG,3,2011-06-03 12:39:00,4.95,17722.0,United Kingdom,06_2011
555485,21539,RED RETROSPOT BUTTER DISH,6,2011-06-03 12:39:00,4.95,17722.0,United Kingdom,06_2011
555485,21246,RED RETROSPOT BIG BOWL,6,2011-06-03 12:39:00,4.95,17722.0,United Kingdom,06_2011
555485,84279B,CHERRY BLOSSOM DECORATIVE FLASK,4,2011-06-03 12:39:00,3.75,17722.0,United Kingdom,06_2011
555485,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,2011-06-03 12:39:00,3.75,17722.0,United Kingdom,06_2011
555485,21528,DAIRY MAID TRADITIONAL TEAPOT ,2,2011-06-03 12:39:00,6.95,17722.0,United Kingdom,06_2011
555485,23173,REGENCY TEAPOT ROSES ,2,2011-06-03 12:39:00,9.95,17722.0,United Kingdom,06_2011
555485,21285,RETROSPOT CANDLE  MEDIUM,12,2011-06-03 12:39:00,2.1,17722.0,United Kingdom,06_2011
555485,71279,PINK GLASS CANDLEHOLDER,6,2011-06-03 12:39:00,2.95,17722.0,United Kingdom,06_2011
555486,22630,DOLLY GIRL LUNCH BOX,12,2011-06-03 13:05:00,1.95,13248.0,United Kingdom,06_2011
555486,22629,SPACEBOY LUNCH BOX ,12,2011-06-03 13:05:00,1.95,13248.0,United Kingdom,06_2011
555486,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-06-03 13:05:00,2.08,13248.0,United Kingdom,06_2011
555486,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2011-06-03 13:05:00,0.42,13248.0,United Kingdom,06_2011
555486,47566,PARTY BUNTING,4,2011-06-03 13:05:00,4.95,13248.0,United Kingdom,06_2011
555486,84584,PINK GINGHAM CAT WITH SCARF,6,2011-06-03 13:05:00,2.55,13248.0,United Kingdom,06_2011
555486,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-06-03 13:05:00,2.95,13248.0,United Kingdom,06_2011
555486,22698,PINK REGENCY TEACUP AND SAUCER,6,2011-06-03 13:05:00,2.95,13248.0,United Kingdom,06_2011
555486,23171,REGENCY TEA PLATE GREEN ,12,2011-06-03 13:05:00,1.65,13248.0,United Kingdom,06_2011
555486,22423,REGENCY CAKESTAND 3 TIER,1,2011-06-03 13:05:00,12.75,13248.0,United Kingdom,06_2011
555486,23166,MEDIUM CERAMIC TOP STORAGE JAR,12,2011-06-03 13:05:00,1.25,13248.0,United Kingdom,06_2011
555486,20840,FRENCH FLORAL CUSHION COVER ,12,2011-06-03 13:05:00,0.85,13248.0,United Kingdom,06_2011
555486,21792,CLASSIC FRENCH STYLE BASKET GREEN ,8,2011-06-03 13:05:00,3.95,13248.0,United Kingdom,06_2011
555486,35648,VINTAGE BEAD PINK PURSE ,24,2011-06-03 13:05:00,0.83,13248.0,United Kingdom,06_2011
555486,47593B,SCOTTIE DOGS BABY BIB,48,2011-06-03 13:05:00,0.39,13248.0,United Kingdom,06_2011
555486,84857C,PINK MONTE CARLO HANDBAG,12,2011-06-03 13:05:00,1.95,13248.0,United Kingdom,06_2011
555486,85159B,"WHITE TEA,COFFEE,SUGAR JARS",12,2011-06-03 13:05:00,1.95,13248.0,United Kingdom,06_2011
555486,22979,PANTRY WASHING UP BRUSH,12,2011-06-03 13:05:00,1.45,13248.0,United Kingdom,06_2011
555486,22969,HOMEMADE JAM SCENTED CANDLES,12,2011-06-03 13:05:00,1.45,13248.0,United Kingdom,06_2011
555486,22138,BAKING SET 9 PIECE RETROSPOT ,3,2011-06-03 13:05:00,4.95,13248.0,United Kingdom,06_2011
555486,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,2011-06-03 13:05:00,4.95,13248.0,United Kingdom,06_2011
C555487,23169,CLASSIC GLASS COOKIE JAR,-6,2011-06-03 13:21:00,4.15,16484.0,United Kingdom,06_2011
555488,21622,VINTAGE UNION JACK CUSHION COVER,1,2011-06-03 13:43:00,4.95,16942.0,United Kingdom,06_2011
555488,46000M,POLYESTER FILLER PAD 45x45cm,2,2011-06-03 13:43:00,1.55,16942.0,United Kingdom,06_2011
555488,85132C,CHARLIE AND LOLA FIGURES TINS,2,2011-06-03 13:43:00,1.95,16942.0,United Kingdom,06_2011
555488,22189,CREAM HEART CARD HOLDER,1,2011-06-03 13:43:00,3.95,16942.0,United Kingdom,06_2011
555488,23135,SMALL ZINC HEART WALL ORGANISER,1,2011-06-03 13:43:00,5.75,16942.0,United Kingdom,06_2011
555488,23110,PARISIENNE KEY CABINET ,2,2011-06-03 13:43:00,5.75,16942.0,United Kingdom,06_2011
555488,22804,CANDLEHOLDER PINK HANGING HEART,3,2011-06-03 13:43:00,2.95,16942.0,United Kingdom,06_2011
555488,22776,SWEETHEART CAKESTAND 3 TIER,2,2011-06-03 13:43:00,9.95,16942.0,United Kingdom,06_2011
555488,23301,GARDENERS KNEELING PAD KEEP CALM ,2,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,23298,SPOTTY BUNTING,4,2011-06-03 13:43:00,4.95,16942.0,United Kingdom,06_2011
555488,20725,LUNCH BAG RED RETROSPOT,1,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,22383,LUNCH BAG SUKI DESIGN ,1,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,22384,LUNCH BAG PINK POLKADOT,1,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,23206,LUNCH BAG APPLE DESIGN,1,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,23175,REGENCY MILK JUG PINK ,4,2011-06-03 13:43:00,3.25,16942.0,United Kingdom,06_2011
555488,21733,RED HANGING HEART T-LIGHT HOLDER,3,2011-06-03 13:43:00,2.95,16942.0,United Kingdom,06_2011
555488,82583,HOT BATHS METAL SIGN,2,2011-06-03 13:43:00,2.1,16942.0,United Kingdom,06_2011
555488,22470,HEART OF WICKER LARGE,2,2011-06-03 13:43:00,2.95,16942.0,United Kingdom,06_2011
555488,22192,BLUE DINER WALL CLOCK,1,2011-06-03 13:43:00,8.5,16942.0,United Kingdom,06_2011
555488,23203,JUMBO BAG DOILEY PATTERNS,2,2011-06-03 13:43:00,2.08,16942.0,United Kingdom,06_2011
555488,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-06-03 13:43:00,2.08,16942.0,United Kingdom,06_2011
555488,22960,JAM MAKING SET WITH JARS,8,2011-06-03 13:43:00,4.25,16942.0,United Kingdom,06_2011
555488,23199,JUMBO BAG APPLES,2,2011-06-03 13:43:00,2.08,16942.0,United Kingdom,06_2011
555488,23200,JUMBO BAG PEARS,2,2011-06-03 13:43:00,2.08,16942.0,United Kingdom,06_2011
555488,22896,PEG BAG APPLES DESIGN,2,2011-06-03 13:43:00,2.55,16942.0,United Kingdom,06_2011
555488,22698,PINK REGENCY TEACUP AND SAUCER,2,2011-06-03 13:43:00,2.95,16942.0,United Kingdom,06_2011
555488,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-06-03 13:43:00,2.95,16942.0,United Kingdom,06_2011
555488,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,22898,CHILDRENS APRON APPLES DESIGN,1,2011-06-03 13:43:00,1.95,16942.0,United Kingdom,06_2011
555488,22469,HEART OF WICKER SMALL,4,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,23209,LUNCH BAG DOILEY PATTERN ,1,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,20728,LUNCH BAG CARS BLUE,2,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,20719,WOODLAND CHARLOTTE BAG,2,2011-06-03 13:43:00,0.85,16942.0,United Kingdom,06_2011
555488,20727,LUNCH BAG  BLACK SKULL.,2,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,2011-06-03 13:43:00,1.25,16942.0,United Kingdom,06_2011
555488,21067,VINTAGE RED TEATIME MUG,2,2011-06-03 13:43:00,1.25,16942.0,United Kingdom,06_2011
555488,21066,VINTAGE RED MUG,2,2011-06-03 13:43:00,1.25,16942.0,United Kingdom,06_2011
555488,21868,POTTING SHED TEA MUG,6,2011-06-03 13:43:00,1.25,16942.0,United Kingdom,06_2011
555488,85066,CREAM SWEETHEART MINI CHEST,1,2011-06-03 13:43:00,12.75,16942.0,United Kingdom,06_2011
555488,23147,SINGLE ANTIQUE ROSE HOOK IVORY,2,2011-06-03 13:43:00,1.45,16942.0,United Kingdom,06_2011
555488,23146,TRIPLE HOOK ANTIQUE IVORY ROSE,2,2011-06-03 13:43:00,3.29,16942.0,United Kingdom,06_2011
555488,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,2011-06-03 13:43:00,1.25,16942.0,United Kingdom,06_2011
555488,21670,BLUE SPOT CERAMIC DRAWER KNOB,2,2011-06-03 13:43:00,1.25,16942.0,United Kingdom,06_2011
555488,85099B,JUMBO BAG RED RETROSPOT,2,2011-06-03 13:43:00,2.08,16942.0,United Kingdom,06_2011
555488,23170,REGENCY TEA PLATE ROSES ,2,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,23172,REGENCY TEA PLATE PINK,2,2011-06-03 13:43:00,1.65,16942.0,United Kingdom,06_2011
555488,22120,WELCOME  WOODEN BLOCK LETTERS,1,2011-06-03 13:43:00,9.95,16942.0,United Kingdom,06_2011
555488,21755,LOVE BUILDING BLOCK WORD,2,2011-06-03 13:43:00,5.95,16942.0,United Kingdom,06_2011
555488,21756,BATH BUILDING BLOCK WORD,1,2011-06-03 13:43:00,5.95,16942.0,United Kingdom,06_2011
555488,21754,HOME BUILDING BLOCK WORD,2,2011-06-03 13:43:00,5.95,16942.0,United Kingdom,06_2011
555488,22427,ENAMEL FLOWER JUG CREAM,3,2011-06-03 13:43:00,5.95,16942.0,United Kingdom,06_2011
555489,22197,SMALL POPCORN HOLDER,360,2011-06-03 13:48:00,0.72,17949.0,United Kingdom,06_2011
555490,22423,REGENCY CAKESTAND 3 TIER,120,2011-06-03 13:50:00,10.95,17949.0,United Kingdom,06_2011
555491,22457,NATURAL SLATE HEART CHALKBOARD ,48,2011-06-03 14:10:00,2.55,16525.0,United Kingdom,06_2011
555491,48188,DOORMAT WELCOME PUPPIES,10,2011-06-03 14:10:00,6.75,16525.0,United Kingdom,06_2011
555491,48185,DOORMAT FAIRY CAKE,10,2011-06-03 14:10:00,6.75,16525.0,United Kingdom,06_2011
555491,82482,WOODEN PICTURE FRAME WHITE FINISH,36,2011-06-03 14:10:00,2.1,16525.0,United Kingdom,06_2011
555492,84946,ANTIQUE SILVER T-LIGHT GLASS,12,2011-06-03 14:24:00,1.25,16967.0,United Kingdom,06_2011
555492,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-06-03 14:24:00,1.25,16967.0,United Kingdom,06_2011
555492,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,2011-06-03 14:24:00,1.25,16967.0,United Kingdom,06_2011
555492,21889,WOODEN BOX OF DOMINOES,12,2011-06-03 14:24:00,1.25,16967.0,United Kingdom,06_2011
555492,22549,PICTURE DOMINOES,24,2011-06-03 14:24:00,1.45,16967.0,United Kingdom,06_2011
555492,22548,HEADS AND TAILS SPORTING FUN,12,2011-06-03 14:24:00,1.25,16967.0,United Kingdom,06_2011
555492,21790,VINTAGE SNAP CARDS,12,2011-06-03 14:24:00,0.85,16967.0,United Kingdom,06_2011
555492,21914,BLUE HARMONICA IN BOX ,12,2011-06-03 14:24:00,1.25,16967.0,United Kingdom,06_2011
555492,21915,RED  HARMONICA IN BOX ,12,2011-06-03 14:24:00,1.25,16967.0,United Kingdom,06_2011
555492,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,48,2011-06-03 14:24:00,0.29,16967.0,United Kingdom,06_2011
555492,22519,CHILDS GARDEN BRUSH PINK,6,2011-06-03 14:24:00,2.1,16967.0,United Kingdom,06_2011
555492,22523,CHILDS GARDEN FORK PINK,12,2011-06-03 14:24:00,0.85,16967.0,United Kingdom,06_2011
555492,22522,CHILDS GARDEN FORK BLUE ,12,2011-06-03 14:24:00,0.85,16967.0,United Kingdom,06_2011
555492,22432,WATERING CAN PINK BUNNY,12,2011-06-03 14:24:00,1.95,16967.0,United Kingdom,06_2011
555492,22433,WATERING CAN GREEN DINOSAUR,12,2011-06-03 14:24:00,1.95,16967.0,United Kingdom,06_2011
555492,22431,WATERING CAN BLUE ELEPHANT,12,2011-06-03 14:24:00,1.95,16967.0,United Kingdom,06_2011
555492,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-06-03 14:24:00,0.42,16967.0,United Kingdom,06_2011
